project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,project_type_split
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,"CM, F&E",08/03/2015,04/13/2017,10/13/2017,794492,635995.0,628346.0,0000770166,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,"CM, F&E",08/03/2015,04/13/2017,10/13/2017,794492,635995.0,628346.0,0000792874,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,"CM, F&E",08/03/2015,04/13/2017,10/13/2017,794492,635995.0,628346.0,0000792877,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,"CM, F&E",08/03/2015,04/13/2017,10/13/2017,794492,635995.0,628346.0,0000770165,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,"CM, F&E",08/03/2015,04/13/2017,10/13/2017,794492,635995.0,628346.0,0000770166,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,"CM, F&E",08/03/2015,04/13/2017,10/13/2017,794492,635995.0,628346.0,0000792874,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,"CM, F&E",08/03/2015,04/13/2017,10/13/2017,794492,635995.0,628346.0,0000792877,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A SUPPLEMENTAL COOLING,Scope,06/19/2017,08/21/2017,07/28/2017,0,223.0,223.0,0000798730,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A SUPPLEMENTAL COOLING,Scope,06/19/2017,08/21/2017,07/28/2017,0,223.0,223.0,0000798730,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A SUPPLEMENTAL COOLING,Scope,06/19/2017,08/21/2017,07/28/2017,0,223.0,223.0,0000798730,False,RESOA
31,R045,P.S. 45 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/26/2017,01/15/2018,06/30/2017,250000,248114.0,248114.0,0000844602,False,DIIT
31,R045,P.S. 45 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/26/2017,01/15/2018,06/30/2017,250000,248114.0,248114.0,0000844602,False,RESOA
31,R046,P.S. 46 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/15/2017,01/15/2018,08/08/2017,80000,79400.0,79400.0,0000844603,False,DIIT
31,R046,P.S. 46 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/15/2017,01/15/2018,08/08/2017,80000,79400.0,79400.0,0000844603,False,RESOA
31,R048,P.S. 48 - STATEN ISLAND,SCA CIP,RETAINING WALL,Scope,06/25/2015,09/24/2015,10/14/2015,13944,35935.0,35935.0,0000681389,True,SCA
31,R048,P.S. 48 - STATEN ISLAND,SCA CIP,RETAINING WALL,Scope,06/25/2015,09/24/2015,10/14/2015,13944,35935.0,35935.0,0000681389,True,CIP
31,R048,P.S. 48 - STATEN ISLAND,SCA CIP,RETAINING WALL,Design,03/18/2016,08/02/2016,06/28/2016,51126,131062.0,100126.0,0000681389,False,SCA
31,R048,P.S. 48 - STATEN ISLAND,SCA CIP,RETAINING WALL,Design,03/18/2016,08/02/2016,06/28/2016,51126,131062.0,100126.0,0000681389,False,CIP
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,03/10/2017,07/10/2017,04/12/2017,0,9015.0,9015.0,0000844229,False,SCA
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,03/10/2017,07/10/2017,04/12/2017,0,9015.0,9015.0,0000844229,False,CIP
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,03/10/2017,07/10/2017,04/12/2017,0,9015.0,9015.0,0000844229,False,RESOA
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,04/12/2017,10/12/2017,05/17/2017,27000,18030.0,18030.0,0000844229,False,SCA
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,04/12/2017,10/12/2017,05/17/2017,27000,18030.0,18030.0,0000844229,False,CIP
31,R048,NAPLES STREET ELEMENTARY SCHL,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,04/12/2017,10/12/2017,05/17/2017,27000,18030.0,18030.0,0000844229,False,RESOA
31,R048,NAPLES STREET ELEMENTARY SCHOO,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,07/31/2017,75000,74438.0,74438.0,0000845292,False,DIIT
31,R048,NAPLES STREET ELEMENTARY SCHOO,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,07/31/2017,75000,74438.0,74438.0,0000845292,False,RESOA
31,R048,NAPLES STREET ELEMENTARY SCHOO,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,07/31/2017,36980,10994.0,10994.0,0000865942,False,DIIT
31,R048,NAPLES STREET ELEMENTARY SCHOO,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,07/31/2017,36980,10994.0,10994.0,0000865942,False,RESOA
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,11/06/2017,03/12/2018,11/29/2017,6688,301.0,301.0,0000867061,False,SCA
31,R049,I.S. 49 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,11/06/2017,03/12/2018,11/29/2017,6688,301.0,301.0,0000867061,False,CIP
31,R049,I.S. 49 - STATEN ISLAND,SCA IEH,IEH PO18-STAIRCASES,Construction,03/07/2017,IEH,08/27/2017,IEH,60233.0,6086.0,0000045565,False,SCA
31,R049,I.S. 49 - STATEN ISLAND,SCA IEH,IEH PO18-STAIRCASES,Construction,03/07/2017,IEH,08/27/2017,IEH,60233.0,6086.0,0000045565,False,IEH
31,R050,P.S. 50 - STATEN ISLAND,SCA IEH,IEH PO18-ROOM 142,Construction,10/27/2017,IEH,10/28/2017,IEH,21505.0,1296.0,0000049145,False,SCA
31,R050,P.S. 50 - STATEN ISLAND,SCA IEH,IEH PO18-ROOM 142,Construction,10/27/2017,IEH,10/28/2017,IEH,21505.0,1296.0,0000049145,False,IEH
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SCHOOL YARD RENOVATION,Scope,01/15/2015,04/16/2015,04/16/2015,0,32500.0,31150.0,0000800089,False,SCA
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SCHOOL YARD RENOVATION,Scope,01/15/2015,04/16/2015,04/16/2015,0,32500.0,31150.0,0000800089,False,CIP
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SCHOOL YARD RENOVATION,Scope,01/15/2015,04/16/2015,04/16/2015,0,32500.0,31150.0,0000800089,False,RESOA
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SCHOOL YARD RENOVATION,Design,07/09/2015,11/24/2015,03/22/2016,78000,84235.0,82785.0,0000800089,False,SCA
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SCHOOL YARD RENOVATION,Design,07/09/2015,11/24/2015,03/22/2016,78000,84235.0,82785.0,0000800089,False,CIP
31,R051,I.S. 51 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SCHOOL YARD RENOVATION,Design,07/09/2015,11/24/2015,03/22/2016,78000,84235.0,82785.0,0000800089,False,RESOA
31,R051,I.S. 51 - STATEN ISLAND,SCA IEH,IEH PO18-AUDITORIUM,Construction,10/10/2017,IEH,10/11/2017,IEH,17082.0,4920.0,0000048945,False,SCA
31,R051,I.S. 51 - STATEN ISLAND,SCA IEH,IEH PO18-AUDITORIUM,Construction,10/10/2017,IEH,10/11/2017,IEH,17082.0,4920.0,0000048945,False,IEH
31,R052,P.S. 52 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A SUPPLEMENTAL COOLING,Scope,06/15/2017,08/15/2017,08/01/2017,0,184.0,184.0,0000799270,False,SCA
31,R052,P.S. 52 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A SUPPLEMENTAL COOLING,Scope,06/15/2017,08/15/2017,08/01/2017,0,184.0,184.0,0000799270,False,CIP
31,R052,P.S. 52 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A SUPPLEMENTAL COOLING,Scope,06/15/2017,08/15/2017,08/01/2017,0,184.0,184.0,0000799270,False,RESOA
31,R053,P.S. 53 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,09/19/2017,140500,139445.0,139445.0,0000844604,False,DIIT
31,R053,P.S. 53 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,09/19/2017,140500,139445.0,139445.0,0000844604,False,RESOA
31,R055,P.S. 55 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/14/2017,07/14/2017,08/23/2017,50000,49622.0,49622.0,0000845016,False,DIIT
31,R055,P.S. 55 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/14/2017,07/14/2017,08/23/2017,50000,49622.0,49622.0,0000845016,False,RESOA
31,R057,P.S. 57 - STATEN ISLAND,SCA CIP,C OF O,Scope,04/30/2014,10/27/2014,08/24/2015,17940,71822.0,71822.0,0000799877,True,SCA
31,R057,P.S. 57 - STATEN ISLAND,SCA CIP,C OF O,Scope,04/30/2014,10/27/2014,08/24/2015,17940,71822.0,71822.0,0000799877,True,CIP
31,R057,P.S. 57 - STATEN ISLAND,SCA CIP,C OF O,Design,10/21/2015,02/08/2016,09/27/2016,65780,128543.0,98096.0,0000799877,False,SCA
31,R057,P.S. 57 - STATEN ISLAND,SCA CIP,C OF O,Design,10/21/2015,02/08/2016,09/27/2016,65780,128543.0,98096.0,0000799877,False,CIP
31,R058,P.S. 58 - STATEN ISLAND,SCA CIP,METAL ROOFING,Scope,08/22/2016,02/22/2017,12/21/2016,8615,5099.0,5099.0,0000042387,False,SCA
31,R058,P.S. 58 - STATEN ISLAND,SCA CIP,METAL ROOFING,Scope,08/22/2016,02/22/2017,12/21/2016,8615,5099.0,5099.0,0000042387,False,CIP
31,R058,P.S. 58 - STATEN ISLAND,SCA CIP,METAL ROOFING,Design,12/21/2016,05/30/2017,10/16/2017,31588,20395.0,20395.0,0000042387,False,SCA
31,R058,P.S. 58 - STATEN ISLAND,SCA CIP,METAL ROOFING,Design,12/21/2016,05/30/2017,10/16/2017,31588,20395.0,20395.0,0000042387,False,CIP
31,R058,P.S. 58 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,08/29/2017,12/29/2017,10/05/2017,4310,1046.0,1046.0,0000867063,False,SCA
31,R058,P.S. 58 - STATEN ISLAND,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,08/29/2017,12/29/2017,10/05/2017,4310,1046.0,1046.0,0000867063,False,CIP
31,R058,P.S. 58 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,08/07/2017,50000,49483.0,49483.0,0000844607,False,DIIT
31,R058,P.S. 58 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,08/07/2017,50000,49483.0,49483.0,0000844607,False,RESOA
31,R058,P.S. 58 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,08/07/2017,50000,49625.0,49625.0,0000845290,False,DIIT
31,R058,P.S. 58 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,08/07/2017,50000,49625.0,49625.0,0000845290,False,RESOA
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A PLAYGROUND REDEVELOPMENT,Scope,03/14/2014,06/12/2014,07/17/2014,0,21273.0,19970.0,0000798683,False,SCA
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A PLAYGROUND REDEVELOPMENT,Scope,03/14/2014,06/12/2014,07/17/2014,0,21273.0,19970.0,0000798683,False,CIP
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A PLAYGROUND REDEVELOPMENT,Scope,03/14/2014,06/12/2014,07/17/2014,0,21273.0,19970.0,0000798683,False,RESOA
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A PLAYGROUND REDEVELOPMENT,Design,06/29/2016,11/15/2016,01/05/2017,21721,54585.0,51401.0,0000798683,True,SCA
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A PLAYGROUND REDEVELOPMENT,Design,06/29/2016,11/15/2016,01/05/2017,21721,54585.0,51401.0,0000798683,True,CIP
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A PLAYGROUND REDEVELOPMENT,Design,06/29/2016,11/15/2016,01/05/2017,21721,54585.0,51401.0,0000798683,True,RESOA
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A PLAYGROUND REDEVELOPMENT,Construction,03/02/2017,09/27/2017,09/27/2017,318575,348730.0,195597.0,0000798683,False,SCA
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A PLAYGROUND REDEVELOPMENT,Construction,03/02/2017,09/27/2017,09/27/2017,318575,348730.0,195597.0,0000798683,False,CIP
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A PLAYGROUND REDEVELOPMENT,Construction,03/02/2017,09/27/2017,09/27/2017,318575,348730.0,195597.0,0000798683,False,RESOA
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",03/02/2017,09/27/2017,09/27/2017,21721,32755.0,28025.0,0000798683,False,SCA
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",03/02/2017,09/27/2017,09/27/2017,21721,32755.0,28025.0,0000798683,False,CIP
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",03/02/2017,09/27/2017,09/27/2017,21721,32755.0,28025.0,0000798683,False,RESOA
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,01/25/2017,03/24/2017,03/07/2017,0,8516.0,8516.0,0000844231,False,SCA
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,01/25/2017,03/24/2017,03/07/2017,0,8516.0,8516.0,0000844231,False,CIP
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,01/25/2017,03/24/2017,03/07/2017,0,8516.0,8516.0,0000844231,False,RESOA
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,03/07/2017,08/04/2017,05/12/2017,29487,34990.0,30106.0,0000844231,False,SCA
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,03/07/2017,08/04/2017,05/12/2017,29487,34990.0,30106.0,0000844231,False,CIP
31,R060,P.S. 60 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,03/07/2017,08/04/2017,05/12/2017,29487,34990.0,30106.0,0000844231,False,RESOA
31,R069,P.S. 69 - STATEN ISLAND,SCA IEH,IEH PO18-ROOMS 101 & 106,Construction,07/28/2017,IEH,08/05/2017,IEH,8941.0,1334.0,0000047845,False,SCA
31,R069,P.S. 69 - STATEN ISLAND,SCA IEH,IEH PO18-ROOMS 101 & 106,Construction,07/28/2017,IEH,08/05/2017,IEH,8941.0,1334.0,0000047845,False,IEH
31,R069,P.S. 69 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,07/19/2017,10/30/2017,10/06/2017,50000,50000.0,49498.0,0000845291,False,DIIT
31,R069,P.S. 69 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,07/19/2017,10/30/2017,10/06/2017,50000,50000.0,49498.0,0000845291,False,RESOA
31,R070,P.S. @ 357 TARGEE STREET,SCA Capacity,NEW SCHOOL,Scope,06/26/2017,12/07/2017,12/07/2017,1950171,412174.0,157193.0,0000843832,False,SCA
31,R070,P.S. @ 357 TARGEE STREET - STA,SCA CIP,DEMOLITION,Scope,11/15/2017,11/15/2017,11/15/2017,63177,1927.0,1927.0,0000843832,True,SCA
31,R070,P.S. @ 357 TARGEE STREET - STA,SCA CIP,DEMOLITION,Scope,11/15/2017,11/15/2017,11/15/2017,63177,1927.0,1927.0,0000843832,True,CIP
31,R071,P.S. 48 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/30/2017,01/15/2018,08/01/2017,75000,69422.0,69422.0,0000845289,False,DIIT
31,R071,P.S. 48 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/30/2017,01/15/2018,08/01/2017,75000,69422.0,69422.0,0000845289,False,RESOA
31,R072,I.S. 72 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,04/10/2017,01/15/2018,07/06/2017,50000,49625.0,49625.0,0000845284,False,DIIT
31,R072,I.S. 72 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,04/10/2017,01/15/2018,07/06/2017,50000,49625.0,49625.0,0000845284,False,RESOA
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,CHILLER REPLACEMENT,Scope,01/20/2016,05/20/2016,06/06/2016,23925,17862.0,7550.0,0000838444,False,SCA
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,CHILLER REPLACEMENT,Scope,01/20/2016,05/20/2016,06/06/2016,23925,17862.0,7550.0,0000838444,False,CIP
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,CHILLER REPLACEMENT,Design,07/06/2016,12/07/2016,02/07/2017,95700,67875.0,62765.0,0000838444,False,SCA
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP,CHILLER REPLACEMENT,Design,07/06/2016,12/07/2016,02/07/2017,95700,67875.0,62765.0,0000838444,False,CIP
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,Scope,03/31/2017,08/01/2017,08/08/2017,0,7711.0,7711.0,0000844224,False,SCA
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,Scope,03/31/2017,08/01/2017,08/08/2017,0,7711.0,7711.0,0000844224,False,CIP
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,Scope,03/31/2017,08/01/2017,08/08/2017,0,7711.0,7711.0,0000844224,False,RESOA
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A GREENHOUSE,Scope,05/24/2017,09/08/2017,08/08/2017,0,6473.0,6473.0,0000845593,False,SCA
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A GREENHOUSE,Scope,05/24/2017,09/08/2017,08/08/2017,0,6473.0,6473.0,0000845593,False,CIP
31,R075,I.S. 75 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A GREENHOUSE,Scope,05/24/2017,09/08/2017,08/08/2017,0,6473.0,6473.0,0000845593,False,RESOA
31,R080,EARLY CHILDHOOD CENT.-PETRIDES,DCAS/NYPA,HIGH EFFICIENCY LIGHTING SYSTEM,Construction,04/02/2015,05/26/2017,05/26/2017,203809,203809.0,203809.0,,False,DCAS
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA Capacity,NEW SCHOOL,Scope,09/16/2016,02/16/2017,03/23/2017,856071,793414.0,766502.0,0000821871,False,SCA
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA Capacity,NEW SCHOOL,Design,03/24/2017,09/18/2017,10/06/2017,2739427,1319293.0,955859.0,0000821871,False,SCA
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA CIP,DEMOLITION,Scope,11/10/2016,11/10/2016,11/10/2016,71510,6576.0,6576.0,0000821871,True,SCA
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA CIP,DEMOLITION,Scope,11/10/2016,11/10/2016,11/10/2016,71510,6576.0,6576.0,0000821871,True,CIP
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA CIP,DEMOLITION,Design,11/14/2016,03/01/2017,07/26/2017,286042,426912.0,350553.0,0000821871,False,SCA
31,R089,D75 REPLACEMENT @ 15 FAIRFIELD,SCA CIP,DEMOLITION,Design,11/14/2016,03/01/2017,07/26/2017,286042,426912.0,350553.0,0000821871,False,CIP
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,PARTIAL ACCESSIBILITY,Scope,12/07/2015,04/22/2016,05/24/2016,14640,27558.0,27558.0,0000843658,False,SCA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,PARTIAL ACCESSIBILITY,Scope,12/07/2015,04/22/2016,05/24/2016,14640,27558.0,27558.0,0000843658,False,CIP
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,PARTIAL ACCESSIBILITY,Design,06/22/2016,12/09/2016,04/24/2017,53680,79243.0,70123.0,0000843658,False,SCA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP,PARTIAL ACCESSIBILITY,Design,06/22/2016,12/09/2016,04/24/2017,53680,79243.0,70123.0,0000843658,False,CIP
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,Scope,05/20/2014,09/19/2014,08/22/2014,0,18285.0,14175.0,0000798733,False,SCA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,Scope,05/20/2014,09/19/2014,08/22/2014,0,18285.0,14175.0,0000798733,False,CIP
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,Scope,05/20/2014,09/19/2014,08/22/2014,0,18285.0,14175.0,0000798733,False,RESOA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,Design,05/27/2015,10/27/2015,03/31/2016,69900,72921.0,59969.0,0000798733,False,SCA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,Design,05/27/2015,10/27/2015,03/31/2016,69900,72921.0,59969.0,0000798733,False,CIP
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,Design,05/27/2015,10/27/2015,03/31/2016,69900,72921.0,59969.0,0000798733,False,RESOA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,Construction,12/06/2016,09/01/2017,08/15/2017,1025200,751469.0,698439.0,0000798733,False,SCA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,Construction,12/06/2016,09/01/2017,08/15/2017,1025200,751469.0,698439.0,0000798733,False,CIP
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,Construction,12/06/2016,09/01/2017,08/15/2017,1025200,751469.0,698439.0,0000798733,False,RESOA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,"CM, F&E",12/06/2016,09/01/2017,08/15/2017,69900,56786.0,56786.0,0000798733,False,SCA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,"CM, F&E",12/06/2016,09/01/2017,08/15/2017,69900,56786.0,56786.0,0000798733,False,CIP
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY14 RESO A AUDITORIUM UPGRADE,"CM, F&E",12/06/2016,09/01/2017,08/15/2017,69900,56786.0,56786.0,0000798733,False,RESOA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A CULINARY ARTS CLASSROOM UPGRADE,Scope,01/11/2016,05/11/2016,06/03/2016,0,30967.0,30967.0,0000822332,False,SCA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A CULINARY ARTS CLASSROOM UPGRADE,Scope,01/11/2016,05/11/2016,06/03/2016,0,30967.0,30967.0,0000822332,False,CIP
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A CULINARY ARTS CLASSROOM UPGRADE,Scope,01/11/2016,05/11/2016,06/03/2016,0,30967.0,30967.0,0000822332,False,RESOA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A CULINARY ARTS CLASSROOM UPGRADE,Design,01/19/2017,06/05/2017,05/10/2017,210000,179853.0,157979.0,0000822332,False,SCA
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A CULINARY ARTS CLASSROOM UPGRADE,Design,01/19/2017,06/05/2017,05/10/2017,210000,179853.0,157979.0,0000822332,False,CIP
31,R435,NEW DORP HS - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A CULINARY ARTS CLASSROOM UPGRADE,Design,01/19/2017,06/05/2017,05/10/2017,210000,179853.0,157979.0,0000822332,False,RESOA
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP,ATHLETIC FIELDS,Scope,09/08/2014,02/09/2015,02/23/2015,117375,118786.0,117911.0,0000801024,False,SCA
31,R436,NEW DORP HS - STATEN ISLAND,SCA CIP,ATHLETIC FIELDS,Scope,09/08/2014,02/09/2015,02/23/2015,117375,118786.0,117911.0,0000801024,False,CIP
