project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,project_type_split
31,R034,I.S. 34 - STATEN ISLAND,SCA CIP,FULL PROGRAM ACCESSIBILITY/FIRE ALARM SYSTEM,Design,04/10/2014,10/10/2014,04/02/2015,718849,941337.0,667199.0,0000776033,False,SCA
31,R034,I.S. 34 - STATEN ISLAND,SCA CIP,FULL PROGRAM ACCESSIBILITY/FIRE ALARM SYSTEM,Design,04/10/2014,10/10/2014,04/02/2015,718849,941337.0,667199.0,0000792708,False,SCA
31,R034,I.S. 34 - STATEN ISLAND,SCA CIP,FULL PROGRAM ACCESSIBILITY/FIRE ALARM SYSTEM,Design,04/10/2014,10/10/2014,04/02/2015,718849,941337.0,667199.0,0000776033,False,CIP
31,R034,I.S. 34 - STATEN ISLAND,SCA CIP,FULL PROGRAM ACCESSIBILITY/FIRE ALARM SYSTEM,Design,04/10/2014,10/10/2014,04/02/2015,718849,941337.0,667199.0,0000792708,False,CIP
31,R034,I.S. 34 - STATEN ISLAND,SCA CIP,SCIENCE LAB UPGRADE,Scope,04/29/2014,08/13/2014,08/01/2014,18787,28659.0,28659.0,0000792723,False,SCA
31,R034,I.S. 34 - STATEN ISLAND,SCA CIP,SCIENCE LAB UPGRADE,Scope,04/29/2014,08/13/2014,08/01/2014,18787,28659.0,28659.0,0000792723,False,CIP
31,R034,I.S. 34 - STATEN ISLAND,SCA CIP,SCIENCE LAB UPGRADE,Design,08/11/2014,01/14/2015,02/13/2015,75147,97734.0,95617.0,0000792723,False,SCA
31,R034,I.S. 34 - STATEN ISLAND,SCA CIP,SCIENCE LAB UPGRADE,Design,08/11/2014,01/14/2015,02/13/2015,75147,97734.0,95617.0,0000792723,False,CIP
31,R034,I.S. 34 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/19/2017,07/19/2017,09/07/2017,500000,496249.0,496249.0,0000845561,False,DIIT
31,R034,I.S. 34 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/19/2017,07/19/2017,09/07/2017,500000,496249.0,496249.0,0000845561,False,RESOA
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,Scope,05/15/2014,10/16/2014,11/04/2014,65041,54410.0,54410.0,0000792734,False,SCA
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,Scope,05/15/2014,10/16/2014,11/04/2014,65041,54410.0,54410.0,0000815965,False,SCA
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,Scope,05/15/2014,10/16/2014,11/04/2014,65041,54410.0,54410.0,0000792734,False,CIP
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,Scope,05/15/2014,10/16/2014,11/04/2014,65041,54410.0,54410.0,0000815965,False,CIP
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,Design,12/08/2014,05/11/2015,08/13/2015,254184,271598.0,250612.0,0000792734,False,SCA
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,Design,12/08/2014,05/11/2015,08/13/2015,254184,271598.0,250612.0,0000815965,False,SCA
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,Design,12/08/2014,05/11/2015,08/13/2015,254184,271598.0,250612.0,0000792734,False,CIP
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,Design,12/08/2014,05/11/2015,08/13/2015,254184,271598.0,250612.0,0000815965,False,CIP
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,Construction,02/08/2016,05/02/2017,10/05/2017,4229173,4388558.0,3655783.0,0000792734,False,SCA
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,Construction,02/08/2016,05/02/2017,10/05/2017,4229173,4388558.0,3655783.0,0000815965,False,SCA
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,Construction,02/08/2016,05/02/2017,10/05/2017,4229173,4388558.0,3655783.0,0000792734,False,CIP
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,Construction,02/08/2016,05/02/2017,10/05/2017,4229173,4388558.0,3655783.0,0000815965,False,CIP
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,"CM, F&E",02/08/2016,05/02/2017,10/05/2017,381276,919148.0,898852.0,0000792734,True,SCA
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,"CM, F&E",02/08/2016,05/02/2017,10/05/2017,381276,919148.0,898852.0,0000815965,True,SCA
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,"CM, F&E",02/08/2016,05/02/2017,10/05/2017,381276,919148.0,898852.0,0000792734,True,CIP
31,R035,P.S. 35 - STATEN ISLAND,SCA CIP,HEATING PLANT/CLIMATE CONTROL,"CM, F&E",02/08/2016,05/02/2017,10/05/2017,381276,919148.0,898852.0,0000815965,True,CIP
31,R036,P.S. 36 - STATEN ISLAND,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,07/01/2017,11/20/2017,11/20/2017,DIIX,214536.0,214536.0,0000867112,False,DIIT
31,R039,P.S. 39 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,09/06/2017,80000,79400.0,79400.0,0000844600,False,DIIT
31,R039,P.S. 39 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,09/06/2017,80000,79400.0,79400.0,0000844600,False,RESOA
31,R039,P.S. 39 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,09/06/2017,75000,74438.0,74438.0,0000845287,False,DIIT
31,R039,P.S. 39 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,09/06/2017,75000,74438.0,74438.0,0000845287,False,RESOA
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP,MAIN ELECTRICAL SERVICE/LOW VOLTAGE ELEC SYSTEM,Scope,12/08/2015,04/11/2016,01/12/2016,31785,17889.0,17889.0,0000816045,False,SCA
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP,MAIN ELECTRICAL SERVICE/LOW VOLTAGE ELEC SYSTEM,Scope,12/08/2015,04/11/2016,01/12/2016,31785,17889.0,17889.0,0000843971,False,SCA
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP,MAIN ELECTRICAL SERVICE/LOW VOLTAGE ELEC SYSTEM,Scope,12/08/2015,04/11/2016,01/12/2016,31785,17889.0,17889.0,0000816045,False,CIP
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP,MAIN ELECTRICAL SERVICE/LOW VOLTAGE ELEC SYSTEM,Scope,12/08/2015,04/11/2016,01/12/2016,31785,17889.0,17889.0,0000843971,False,CIP
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP,MAIN ELECTRICAL SERVICE/LOW VOLTAGE ELEC SYSTEM,Design,02/17/2016,08/17/2016,06/03/2016,122438,68854.0,68796.0,0000816045,False,SCA
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP,MAIN ELECTRICAL SERVICE/LOW VOLTAGE ELEC SYSTEM,Design,02/17/2016,08/17/2016,06/03/2016,122438,68854.0,68796.0,0000843971,False,SCA
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP,MAIN ELECTRICAL SERVICE/LOW VOLTAGE ELEC SYSTEM,Design,02/17/2016,08/17/2016,06/03/2016,122438,68854.0,68796.0,0000816045,False,CIP
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP,MAIN ELECTRICAL SERVICE/LOW VOLTAGE ELEC SYSTEM,Design,02/17/2016,08/17/2016,06/03/2016,122438,68854.0,68796.0,0000843971,False,CIP
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Scope,04/11/2016,08/11/2016,12/21/2016,0,8724.0,8724.0,0000800027,False,SCA
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Scope,04/11/2016,08/11/2016,12/21/2016,0,8724.0,8724.0,0000800027,False,CIP
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Scope,04/11/2016,08/11/2016,12/21/2016,0,8724.0,8724.0,0000800027,False,RESOA
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Design,12/21/2016,06/21/2017,12/30/2016,30169,35026.0,35026.0,0000800027,False,SCA
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Design,12/21/2016,06/21/2017,12/30/2016,30169,35026.0,35026.0,0000800027,False,CIP
31,R041,P.S. 41 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Design,12/21/2016,06/21/2017,12/30/2016,30169,35026.0,35026.0,0000800027,False,RESOA
31,R041,P.S. 41 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,07/19/2017,10/05/2017,10/05/2017,75000,75000.0,74429.0,0000845288,False,DIIT
31,R041,P.S. 41 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,07/19/2017,10/05/2017,10/05/2017,75000,75000.0,74429.0,0000845288,False,RESOA
31,R042,P.S. 42 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,07/19/2017,10/05/2017,10/09/2017,50000,50000.0,49625.0,0000845019,False,DIIT
31,R042,P.S. 42 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,07/19/2017,10/05/2017,10/09/2017,50000,50000.0,49625.0,0000845019,False,RESOA
31,R043,CSI HS FOR INTL STUDIES,SCA CIP,PLAYGROUND REDEVELOPMENT,Scope,09/23/2014,12/24/2014,12/03/2014,43845,61332.0,61331.0,0000801048,False,SCA
31,R043,CSI HS FOR INTL STUDIES,SCA CIP,PLAYGROUND REDEVELOPMENT,Scope,09/23/2014,12/24/2014,12/03/2014,43845,61332.0,61331.0,0000801048,False,CIP
31,R043,CSI HS FOR INTL STUDIES,SCA CIP,PLAYGROUND REDEVELOPMENT,Design,12/12/2014,04/30/2015,04/16/2015,175380,203845.0,197206.0,0000801048,False,SCA
31,R043,CSI HS FOR INTL STUDIES,SCA CIP,PLAYGROUND REDEVELOPMENT,Design,12/12/2014,04/30/2015,04/16/2015,175380,203845.0,197206.0,0000801048,False,CIP
31,R043,CSI HS FOR INTL STUDIES,SCA CIP,PLAYGROUND REDEVELOPMENT,Construction,09/26/2016,08/21/2017,08/21/2017,3288375,3123094.0,2866965.0,0000801048,False,SCA
31,R043,CSI HS FOR INTL STUDIES,SCA CIP,PLAYGROUND REDEVELOPMENT,Construction,09/26/2016,08/21/2017,08/21/2017,3288375,3123094.0,2866965.0,0000801048,False,CIP
31,R043,CSI HS FOR INTL STUDIES,SCA CIP,PLAYGROUND REDEVELOPMENT,"CM, F&E",09/26/2016,08/21/2017,08/21/2017,204610,103052.0,96413.0,0000801048,False,SCA
31,R043,CSI HS FOR INTL STUDIES,SCA CIP,PLAYGROUND REDEVELOPMENT,"CM, F&E",09/26/2016,08/21/2017,08/21/2017,204610,103052.0,96413.0,0000801048,False,CIP
31,R043,I.S./J.H.S. 63 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,02/17/2017,06/20/2017,05/09/2017,0,9051.0,1313.0,0000844225,False,SCA
31,R043,I.S./J.H.S. 63 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,02/17/2017,06/20/2017,05/09/2017,0,9051.0,1313.0,0000844225,False,CIP
31,R043,I.S./J.H.S. 63 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,02/17/2017,06/20/2017,05/09/2017,0,9051.0,1313.0,0000844225,False,RESOA
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Scope,07/18/2016,11/18/2016,12/21/2016,0,13243.0,13243.0,0000800028,False,SCA
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Scope,07/18/2016,11/18/2016,12/21/2016,0,13243.0,13243.0,0000800028,False,CIP
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Scope,07/18/2016,11/18/2016,12/21/2016,0,13243.0,13243.0,0000800028,False,RESOA
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Design,12/21/2016,06/21/2017,03/06/2017,16224,79319.0,79223.0,0000800028,True,SCA
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Design,12/21/2016,06/21/2017,03/06/2017,16224,79319.0,79223.0,0000800028,True,CIP
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Design,12/21/2016,06/21/2017,03/06/2017,16224,79319.0,79223.0,0000800028,True,RESOA
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Construction,05/15/2017,12/10/2017,12/05/2017,237958,95504.0,51197.0,0000800028,False,SCA
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Construction,05/15/2017,12/10/2017,12/05/2017,237958,95504.0,51197.0,0000800028,False,CIP
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Construction,05/15/2017,12/10/2017,12/05/2017,237958,95504.0,51197.0,0000800028,False,RESOA
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,"CM, F&E",05/15/2017,12/10/2017,12/05/2017,100410,93304.0,55775.0,0000800028,False,SCA
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,"CM, F&E",05/15/2017,12/10/2017,12/05/2017,100410,93304.0,55775.0,0000800028,False,CIP
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,"CM, F&E",05/15/2017,12/10/2017,12/05/2017,100410,93304.0,55775.0,0000800028,False,RESOA
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,07/13/2017,120000,119100.0,119100.0,0000844587,False,DIIT
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,07/13/2017,120000,119100.0,119100.0,0000844587,False,RESOA
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,07/13/2017,50000,49625.0,49625.0,0000845283,False,DIIT
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,07/13/2017,50000,49625.0,49625.0,0000845283,False,RESOA
31,R043,I.S./J.H.S. 63 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,09/11/2017,50000,49625.0,49625.0,0000845285,False,DIIT
31,R043,I.S./J.H.S. 63 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,09/11/2017,50000,49625.0,49625.0,0000845285,False,RESOA
31,R043,CSI HS FOR INTERNATIONAL STUDI,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/07/2017,07/07/2017,08/10/2017,50000,49625.0,49625.0,0000845008,False,DIIT
31,R043,CSI HS FOR INTERNATIONAL STUDI,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/07/2017,07/07/2017,08/10/2017,50000,49625.0,49625.0,0000845008,False,RESOA
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,07/13/2017,50000,49625.0,49625.0,0000845009,False,DIIT
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,07/13/2017,50000,49625.0,49625.0,0000845009,False,RESOA
31,R043,I.S./J.H.S. 63 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,09/06/2017,100000,63578.0,63578.0,0000845010,False,DIIT
31,R043,I.S./J.H.S. 63 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,09/06/2017,100000,63578.0,63578.0,0000845010,False,RESOA
31,R043,I.S./J.H.S. 63 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,09/25/2017,50000,49625.0,49625.0,0000845523,False,DIIT
31,R043,I.S./J.H.S. 63 - STATEN ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/16/2017,01/15/2018,09/25/2017,50000,49625.0,49625.0,0000845523,False,RESOA
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,07/13/2017,50000,49625.0,49625.0,0000845524,False,DIIT
31,R043,G MCCOWN EXPEDITIONARY LRNG SC,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/05/2017,01/15/2018,07/13/2017,50000,49625.0,49625.0,0000845524,False,RESOA
31,R044,P.S. 44 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,07/18/2016,11/18/2016,12/21/2016,0,5211.0,5211.0,0000801018,False,SCA
31,R044,P.S. 44 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,07/18/2016,11/18/2016,12/21/2016,0,5211.0,5211.0,0000801018,False,CIP
31,R044,P.S. 44 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,07/18/2016,11/18/2016,12/21/2016,0,5211.0,5211.0,0000801018,False,RESOA
31,R044,P.S. 44 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,12/21/2016,06/21/2017,03/06/2017,12130,17339.0,17175.0,0000801018,False,SCA
31,R044,P.S. 44 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,12/21/2016,06/21/2017,03/06/2017,12130,17339.0,17175.0,0000801018,False,CIP
31,R044,P.S. 44 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,12/21/2016,06/21/2017,03/06/2017,12130,17339.0,17175.0,0000801018,False,RESOA
31,R044,P.S. 44 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,05/15/2017,12/10/2017,12/05/2017,177905,89263.0,48729.0,0000801018,False,SCA
31,R044,P.S. 44 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,05/15/2017,12/10/2017,12/05/2017,177905,89263.0,48729.0,0000801018,False,CIP
31,R044,P.S. 44 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,05/15/2017,12/10/2017,12/05/2017,177905,89263.0,48729.0,0000801018,False,RESOA
31,R044,P.S. 44 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",05/15/2017,12/10/2017,12/05/2017,90892,94168.0,55628.0,0000801018,False,SCA
31,R044,P.S. 44 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",05/15/2017,12/10/2017,12/05/2017,90892,94168.0,55628.0,0000801018,False,CIP
31,R044,P.S. 44 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",05/15/2017,12/10/2017,12/05/2017,90892,94168.0,55628.0,0000801018,False,RESOA
31,R044,P.S. 44 - STATEN ISLAND,DCAS/NYPA,HIGH EFFICIENCY LIGHTING SYSTEM,Construction,05/26/2015,05/26/2017,05/26/2017,97247,97247.0,97247.0,,False,DCAS
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Scope,07/17/2013,12/03/2013,01/24/2014,170248,128958.0,124537.0,0000770165,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Scope,07/17/2013,12/03/2013,01/24/2014,170248,128958.0,124537.0,0000770166,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Scope,07/17/2013,12/03/2013,01/24/2014,170248,128958.0,124537.0,0000792874,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Scope,07/17/2013,12/03/2013,01/24/2014,170248,128958.0,124537.0,0000792877,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Scope,07/17/2013,12/03/2013,01/24/2014,170248,128958.0,124537.0,0000770165,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Scope,07/17/2013,12/03/2013,01/24/2014,170248,128958.0,124537.0,0000770166,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Scope,07/17/2013,12/03/2013,01/24/2014,170248,128958.0,124537.0,0000792874,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Scope,07/17/2013,12/03/2013,01/24/2014,170248,128958.0,124537.0,0000792877,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Design,01/29/2014,06/30/2014,05/12/2014,680993,545713.0,499317.0,0000770165,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Design,01/29/2014,06/30/2014,05/12/2014,680993,545713.0,499317.0,0000770166,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Design,01/29/2014,06/30/2014,05/12/2014,680993,545713.0,499317.0,0000792874,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Design,01/29/2014,06/30/2014,05/12/2014,680993,545713.0,499317.0,0000792877,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Design,01/29/2014,06/30/2014,05/12/2014,680993,545713.0,499317.0,0000770165,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Design,01/29/2014,06/30/2014,05/12/2014,680993,545713.0,499317.0,0000770166,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Design,01/29/2014,06/30/2014,05/12/2014,680993,545713.0,499317.0,0000792874,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Design,01/29/2014,06/30/2014,05/12/2014,680993,545713.0,499317.0,0000792877,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Construction,08/03/2015,04/13/2017,10/13/2017,12768628,12116491.0,11189726.0,0000770165,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Construction,08/03/2015,04/13/2017,10/13/2017,12768628,12116491.0,11189726.0,0000770166,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Construction,08/03/2015,04/13/2017,10/13/2017,12768628,12116491.0,11189726.0,0000792874,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Construction,08/03/2015,04/13/2017,10/13/2017,12768628,12116491.0,11189726.0,0000792877,False,SCA
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Construction,08/03/2015,04/13/2017,10/13/2017,12768628,12116491.0,11189726.0,0000770165,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Construction,08/03/2015,04/13/2017,10/13/2017,12768628,12116491.0,11189726.0,0000770166,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Construction,08/03/2015,04/13/2017,10/13/2017,12768628,12116491.0,11189726.0,0000792874,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,Construction,08/03/2015,04/13/2017,10/13/2017,12768628,12116491.0,11189726.0,0000792877,False,CIP
31,R045,P.S. 45 - STATEN ISLAND,SCA CIP,ROOFS/PARAPETS /EXTERIOR MASONRY/FLOOD ELIMINATION,"CM, F&E",08/03/2015,04/13/2017,10/13/2017,794492,635995.0,628346.0,0000770165,False,SCA
